sample_index,leaf_tokens,macro_tokens,compression_ratio,leaf_edges,macro_anchor_edges,macro_boundary_edges,bbox_volume,leaf_unique_types,macro_unique_types,leaf_edges_plus_x,leaf_edges_plus_y,leaf_edges_plus_z
957,3722,2978,0.800107469102633,7649,4926,6901,24576,1280,1736,2552,2619,2478
958,1510,1136,0.752317880794702,3112,1887,2736,7040,735,876,1003,1237,872
959,3910,2392,0.611764705882353,8336,3537,6743,16896,792,1207,2967,2379,2990
960,2938,2101,0.7151123213070115,7078,3943,6192,26624,914,1139,2526,2004,2548
961,2500,2061,0.8244,5129,3449,4690,21632,921,1172,1609,1908,1612
962,2814,2386,0.8479033404406539,6251,4614,5823,11520,1231,1466,2338,1675,2238
963,1929,1720,0.8916537065837221,4225,3387,4013,10240,977,1097,1567,1085,1573
964,1439,910,0.6323835997220292,2903,1419,2317,10368,477,570,1048,807,1048
965,1428,1217,0.8522408963585434,3417,2545,3205,7680,765,883,1190,1155,1072
966,2925,2689,0.9193162393162393,6888,5873,6652,19968,1257,1436,2346,2288,2254
967,1071,912,0.8515406162464986,2387,1769,2219,8192,657,709,794,797,796
968,1180,1065,0.902542372881356,2670,2181,2555,6144,674,734,875,975,820
969,2284,1983,0.8682136602451839,4724,3573,4423,15488,1112,1290,1570,1632,1522
970,2674,2207,0.825355272999252,6078,4151,5607,12800,1091,1384,2025,2026,2027
971,4810,4270,0.8877338877338877,11355,9009,10815,21120,1700,2093,3796,3758,3801
972,2071,1633,0.7885079671656204,4334,2756,3885,14976,951,1160,1473,1400,1461
973,1056,741,0.7017045454545454,2151,1146,1815,8960,468,561,747,770,634
974,944,691,0.7319915254237288,2004,1171,1747,5632,510,579,764,506,734
975,2194,1945,0.8865086599817684,4521,3557,4272,17280,1056,1231,1472,1576,1473
976,3520,3210,0.9119318181818182,7487,6258,7177,11520,1418,1666,2267,2893,2327
977,3322,1667,0.5018061408789886,8517,2764,6322,7680,480,703,3054,2334,3129
978,9066,6352,0.7006397529230091,22277,11485,19457,16896,1503,2153,7419,7591,7267
979,2367,2006,0.8474862695395015,4887,3514,4526,19200,1027,1258,1698,1424,1765
980,3485,3185,0.9139167862266858,9189,7728,8888,19712,1194,1380,3106,3052,3031
981,1524,1165,0.7644356955380578,3492,2206,3124,4096,619,758,1166,1069,1257
982,2408,2116,0.8787375415282392,4895,3775,4603,23296,1070,1280,1629,1641,1625
983,883,728,0.8244620611551529,1976,1359,1820,7680,484,536,758,692,526
984,1096,965,0.8804744525547445,2475,1934,2344,3200,638,711,773,955,747
985,853,701,0.8218053927315357,1877,1290,1723,3840,446,525,747,703,427
986,356,288,0.8089887640449438,788,511,720,768,256,259,250,316,222
987,2841,2515,0.8852516719464977,6002,4709,5676,11520,1204,1435,1810,2253,1939
988,2908,2082,0.7159559834938102,6637,3518,5802,10240,547,827,2250,2248,2139
989,3497,2780,0.7949671146697169,7049,4318,6332,13440,1107,1567,2490,2099,2460
990,678,588,0.8672566371681416,1445,1083,1355,8448,454,476,540,400,505
991,2056,1457,0.7086575875486382,4459,2556,3832,13440,822,1004,1578,1423,1458
992,2312,1469,0.6353806228373703,5448,2410,4591,4480,506,731,1861,1866,1721
993,1617,1355,0.8379715522572665,3456,2445,3193,14080,771,927,1154,1253,1049
994,2331,2023,0.8678678678678678,4872,3721,4564,16128,1082,1281,1598,1409,1865
995,343,290,0.8454810495626822,745,531,692,1536,242,252,178,269,298
996,3903,3119,0.7991288752241865,9565,6190,8774,7680,745,1070,3248,2863,3454
997,1652,1136,0.6876513317191283,3432,1783,2913,4608,600,790,1358,974,1100
998,1681,1421,0.8453301606186794,3499,2468,3239,8064,889,1040,1133,1297,1069
999,790,592,0.7493670886075949,1767,1030,1565,5376,432,471,617,551,599
1000,1437,1184,0.8239387613082811,2889,1941,2636,7680,700,822,735,1033,1121
1001,870,759,0.8724137931034482,1796,1352,1685,6144,530,588,515,572,709
1002,2050,1624,0.7921951219512195,4188,2796,3746,10368,896,1073,1404,1347,1437
1003,2529,1462,0.5780941083432186,6062,2399,4899,12288,710,887,2222,1565,2275
1004,3462,2006,0.5794338532640092,7172,2819,5577,13824,751,1048,2411,2032,2729
1005,4065,2737,0.6733087330873309,9952,4908,8570,10240,945,1286,3430,3006,3516
1006,3493,2243,0.64214142570856,7048,3190,5755,26624,777,1088,2876,1283,2889
1007,3056,1825,0.5971858638743456,6196,2508,4939,12800,596,812,1880,2436,1880
1008,3550,3392,0.9554929577464789,8471,7708,8313,21504,1350,1461,2805,2873,2793
1009,2835,1570,0.5537918871252204,6038,2215,4665,16640,583,908,1603,2212,2223
1010,2201,1684,0.765106769650159,4556,2840,3998,19200,936,1140,1571,1461,1524
1011,2249,1897,0.8434859937750111,4578,3246,4226,13440,920,1163,1582,1613,1383
1012,2791,1770,0.6341812970261556,5625,2553,4560,12800,701,874,1715,2195,1715
1013,729,562,0.7709190672153635,1531,949,1359,3840,236,274,654,225,652
1014,1097,990,0.902461257976299,2582,2112,2475,7680,580,643,893,799,890
1015,4411,3514,0.7966447517569712,9999,6594,9095,17280,1340,1785,3631,2713,3655
1016,2011,1692,0.8413724515166584,4071,2839,3751,8960,941,1131,1414,1428,1229
1017,2259,1958,0.866755201416556,5233,4004,4932,10752,973,1159,1841,1734,1658
1018,1781,1470,0.8253790005614823,3566,2407,3254,14080,811,986,1168,1230,1168
1019,1061,937,0.883129123468426,2245,1758,2121,2688,599,657,787,911,547
1020,2097,1793,0.855030996661898,4784,3532,4478,18304,949,1135,1678,1490,1616
1021,539,515,0.9554730983302412,1044,953,1020,4608,412,425,211,403,430
1022,4386,2945,0.6714546283629731,9679,4645,8221,28800,813,1273,3608,2452,3619
1023,2004,1229,0.6132734530938124,4614,1884,3792,7168,419,614,1448,1414,1752
1024,4446,2724,0.6126855600539811,9711,5173,7622,14336,1170,1432,3689,2389,3633
1025,4460,3937,0.8827354260089686,10956,8675,10431,24960,1374,1690,3642,3666,3648
1026,1631,1102,0.6756591048436542,3469,1805,2926,9856,523,654,1142,1197,1130
1027,2226,1171,0.5260557053009883,4453,1440,3305,8192,532,717,1810,1271,1372
1028,2293,1891,0.8246838203227214,4873,3311,4471,10240,840,1077,1975,934,1964
1029,2552,1991,0.7801724137931034,5248,3467,4656,14976,1086,1295,1914,1486,1848
1030,1106,958,0.8661844484629295,2427,1826,2279,5120,653,734,711,919,797
1031,2837,2071,0.7299964751498061,5996,3469,5220,13824,904,1206,2268,1618,2110
1032,858,752,0.8764568764568764,1873,1438,1767,3456,550,592,590,725,558
1033,809,694,0.857849196538937,1744,1290,1629,4224,490,549,560,529,655
1034,1767,775,0.43859649122807015,3711,867,2620,6912,257,464,1090,1364,1257
1035,468,348,0.7435897435897436,976,629,843,1280,222,249,357,208,411
1036,1450,731,0.5041379310344828,2902,1039,2049,5376,303,400,1184,546,1172
1037,2107,1666,0.7906976744186046,5055,3234,4612,8960,918,1137,1677,1601,1777
1038,1249,1005,0.8046437149719776,2864,1892,2617,4608,607,727,728,1036,1100
1039,4159,3341,0.8033181053137773,9206,6026,8385,17920,1155,1511,3227,3088,2891
1040,1449,1102,0.7605244996549344,2979,1811,2625,9856,705,805,989,1035,955
1041,1985,1668,0.8403022670025189,4318,3027,4001,11648,984,1169,1353,1584,1381
1042,2221,1545,0.6956325979288609,4917,2635,4221,4608,731,911,1905,1554,1458
1043,2787,2369,0.8500179404377467,6019,4417,5593,21504,1182,1463,2011,2013,1995
1044,1003,831,0.8285144566301097,2197,1531,2024,5760,609,677,693,831,673
1045,1844,1527,0.8280911062906724,3862,2656,3545,17920,829,1013,1352,1310,1200
1046,2320,1588,0.6844827586206896,4910,2762,4123,21120,878,1051,1855,1221,1834
1047,818,719,0.8789731051344744,1767,1377,1668,2304,532,569,564,680,523
1048,2118,1284,0.6062322946175638,4316,2063,3267,10752,749,910,1704,894,1718
1049,2164,1876,0.866913123844732,5211,3897,4923,13312,915,1092,1755,1801,1655
1050,2176,1832,0.8419117647058824,4774,3375,4430,11264,910,1148,1596,1710,1468
1051,2841,2424,0.853220696937698,5772,4149,5355,11520,1137,1408,2091,1571,2110
1052,1094,902,0.8244972577696527,2278,1571,2086,8192,607,685,826,796,656
1053,1555,1100,0.707395498392283,3290,1874,2828,6144,646,752,1104,933,1253
1054,2905,2475,0.8519793459552496,6133,4483,5701,16128,1184,1419,2240,1700,2193
1055,818,708,0.8655256723716381,1786,1355,1675,3072,508,554,557,673,556
1056,1514,1276,0.8428005284015853,3238,2293,2999,11264,788,915,1104,1133,1001
1057,1340,1170,0.8731343283582089,3119,2377,2949,7680,705,785,1026,947,1146
1058,5205,3485,0.6695485110470701,10596,5013,8846,32768,861,1307,3402,3793,3401
1059,1659,1385,0.8348402652200121,3582,2579,3306,3072,789,917,1124,1052,1406
1060,1414,1164,0.8231966053748232,2754,1830,2504,13440,606,702,1104,670,980
1061,1082,905,0.8364140480591498,2289,1635,2112,5120,470,568,883,644,762
1062,3232,2110,0.6528465346534653,7363,3449,6186,12288,921,1288,2776,2129,2458
1063,2126,1203,0.5658513640639699,5116,1839,4124,6144,417,591,1923,1228,1965
1064,1540,1082,0.7025974025974026,3785,2010,3324,2304,552,734,1363,1171,1251
1065,1464,866,0.5915300546448088,3004,1195,2406,4608,448,524,872,1260,872
1066,3313,2630,0.7938424388771507,6635,4079,5951,24960,1140,1593,2177,2243,2215
1067,2082,1540,0.7396733909702209,4245,2510,3675,8320,847,1043,1613,999,1633
1068,1005,678,0.6746268656716418,2105,1171,1750,7168,483,540,758,574,773
1069,1291,924,0.715724244771495,2667,1579,2270,6144,471,543,1105,470,1092
1070,1926,1000,0.5192107995846313,4327,1295,3317,6144,299,481,1595,1453,1279
1071,1258,1104,0.8775834658187599,2700,2116,2543,3840,741,822,883,1030,787
1072,2064,1807,0.875484496124031,4710,3652,4453,18304,950,1114,1670,1356,1684
1073,871,742,0.851894374282434,1948,1420,1819,7680,487,544,680,712,556
1074,1094,952,0.870201096892139,2196,1653,2054,12288,626,698,714,696,786
1075,2986,2710,0.9075686537173476,7447,6147,7171,14976,1115,1309,2529,2474,2444
1076,5584,3811,0.6824856733524355,11901,6018,10055,24960,1107,1699,3837,3440,4624
1077,1243,499,0.4014481094127112,2460,605,1585,12288,233,299,1147,186,1127
1078,3366,2931,0.8707664884135472,7726,5916,7289,16384,1280,1560,2578,2570,2578
1079,1198,908,0.7579298831385642,2448,1531,2147,3072,555,649,1010,560,878
1080,2160,1916,0.8870370370370371,4900,3912,4656,11520,1066,1228,1573,1766,1561
1081,1593,958,0.6013810420590081,3186,1241,2528,9600,315,451,1324,544,1318
1082,1226,955,0.7789559543230016,2462,1539,2188,9600,552,654,871,631,960
1083,1121,931,0.8305084745762712,2314,1626,2120,6272,570,617,759,783,772
1084,1412,1127,0.7981586402266289,3296,2081,3011,4096,600,731,1168,1166,962
1085,1370,1165,0.8503649635036497,2804,2030,2599,8192,768,872,913,992,899
1086,1766,1516,0.8584371460928653,3551,2642,3300,23296,847,987,1444,718,1389
1087,1594,1177,0.7383939774153074,3367,1944,2937,10752,734,891,1078,1044,1245
1088,1366,1156,0.8462664714494875,3006,2169,2796,9856,701,812,872,1117,1017
1089,1745,1500,0.8595988538681948,3629,2703,3384,6912,894,1045,1364,1021,1244
1090,1488,1354,0.9099462365591398,3488,2923,3354,2048,318,391,1372,744,1372
1091,2158,844,0.3911028730305839,4793,1179,3037,16384,338,493,1858,981,1954
1092,2153,929,0.4314909428704134,4515,1196,3103,19200,392,575,1792,844,1879
1093,2712,2384,0.8790560471976401,5923,4591,5595,12672,1182,1437,1996,1984,1943
1094,3091,1900,0.6146878032999029,6664,2652,5462,9216,449,739,2366,2360,1938
1095,2238,1621,0.724307417336908,4877,2807,4229,13440,873,1097,1495,1702,1680
1096,2461,2147,0.8724095895977245,5504,4261,5190,16384,820,1004,1930,1643,1931
1097,5812,4357,0.7496558843771507,12431,7311,10969,20480,1205,1686,4671,3040,4720
1098,592,484,0.8175675675675675,1318,908,1210,2304,371,399,426,530,362
1099,1628,1383,0.8495085995085995,3607,2666,3359,10240,768,881,1238,1129,1240
1100,2596,2233,0.8601694915254238,5706,4290,5343,19968,1114,1368,1886,1999,1821
1101,2139,1869,0.8737727910238429,4394,3351,4124,10240,955,1143,1478,1606,1310
1102,4697,2542,0.5411965084096232,10727,3279,8515,14080,482,849,3698,3335,3694
1103,1822,1376,0.7552140504939627,3715,2200,3263,16896,785,932,1294,1137,1284
1104,4691,3824,0.8151780004263484,10313,6936,9426,25088,1446,1923,3541,3669,3103
1105,1685,865,0.5133531157270029,3594,1401,2640,6144,491,568,1510,546,1538
1106,2519,1101,0.4370782056371576,5051,1306,3543,10368,358,508,1516,2010,1525
1107,2450,1719,0.7016326530612245,5141,2888,4379,19200,732,928,1860,1357,1924
1108,1678,1081,0.6442193087008343,3869,1727,3269,5376,539,678,1228,1149,1492
1109,1810,1565,0.8646408839779005,3895,2932,3650,9216,877,1044,1306,1392,1197
1110,6356,5739,0.9029263687853997,15320,12528,14695,30720,1492,1820,4878,5565,4877
1111,1192,986,0.8271812080536913,2343,1595,2137,19968,582,696,914,526,903
1112,1733,1425,0.8222735141373341,3546,2361,3238,8064,854,1012,984,1263,1299
1113,3123,2243,0.718219660582773,7735,4305,6820,10752,978,1256,2842,2165,2728
1114,3707,2986,0.8055031022390072,7705,5178,6970,19712,1424,1809,2356,2747,2602
1115,2819,1816,0.6442000709471444,5732,2486,4720,11520,775,963,1745,2291,1696
1116,645,556,0.862015503875969,1391,1043,1301,6656,405,443,498,480,413
1117,1620,1284,0.7925925925925926,3298,2167,2959,11520,802,939,1093,1157,1048
1118,4080,3189,0.7816176470588235,7884,4635,6991,32768,1230,1816,2628,2628,2628
1119,3082,1612,0.5230369889682025,6297,2136,4672,16896,472,662,2293,2284,1720
1120,4153,3447,0.8300024078979051,9524,6484,8818,16128,1321,1851,3227,3077,3220
1121,2775,2460,0.8864864864864865,6361,5150,6041,9600,1190,1369,2269,1845,2247
1122,2213,1873,0.8463624039765025,4553,3250,4213,12288,960,1184,1433,1649,1471
1123,5095,4756,0.9334641805691855,13325,11529,12986,19968,1250,1424,4445,4427,4453
1124,868,650,0.7488479262672811,1916,1187,1680,2048,409,480,680,764,472
1125,1948,1254,0.6437371663244353,4298,1951,3580,6144,427,643,1688,1173,1437
1126,950,830,0.8736842105263158,1978,1513,1857,3584,618,668,680,778,520
1127,688,601,0.873546511627907,1545,1217,1458,4224,469,493,514,551,480
1128,2209,1246,0.5640561339972838,4685,1902,3550,8192,556,767,1857,1013,1815
1129,2302,1785,0.7754126846220678,4733,3014,4212,17280,934,1150,1926,1162,1645
1130,4976,3540,0.7114147909967846,11204,5901,9753,19968,1029,1455,3323,4553,3328
1131,1540,1378,0.8948051948051948,3416,2745,3254,4608,883,979,1100,1220,1096
1132,2254,1915,0.849600709849157,5019,3636,4680,14336,741,927,1772,1474,1773
1133,2213,1868,0.8441030275643923,4474,3217,4129,25088,776,982,1443,1426,1605
1134,964,661,0.6856846473029046,2023,1046,1713,6272,408,493,749,682,592
1135,2440,1997,0.8184426229508197,5612,3871,5167,7680,1022,1261,2041,1747,1824
1136,565,485,0.8584070796460177,1163,861,1083,8320,387,411,459,352,352
1137,3565,2904,0.814586255259467,8014,5390,7344,8192,1104,1441,2308,2847,2859
1138,1556,722,0.4640102827763496,3214,928,2217,6144,266,347,1378,448,1388
1139,532,481,0.9041353383458647,1186,971,1135,2560,388,404,385,358,443
1140,1899,1491,0.7851500789889415,4016,2633,3608,13312,761,891,1347,1088,1581
1141,2718,2234,0.8219278881530537,6236,4268,5752,10240,980,1257,1972,1972,2292
1142,2512,1991,0.7925955414012739,5754,3824,5217,11520,1092,1348,1832,1838,2084
1143,3560,3053,0.8575842696629213,7876,5900,7365,26880,1434,1779,2646,2587,2643
1144,2668,1637,0.613568215892054,5951,2413,4879,16640,576,849,2028,1667,2256
1145,1144,929,0.8120629370629371,2403,1595,2188,12672,557,650,668,852,883
1146,1480,1239,0.8371621621621622,3063,2126,2822,7680,740,875,871,1177,1015
1147,871,579,0.6647531572904707,1830,887,1511,3072,375,435,652,515,663
1148,1292,969,0.75,2870,1610,2547,19712,505,620,1033,1006,831
1149,1123,543,0.4835262689225289,2274,753,1676,7680,318,395,812,504,958
1150,1508,1231,0.8163129973474801,3199,2174,2915,7040,712,811,1231,1212,756
1151,1231,1074,0.8724614134849715,2427,1827,2270,14336,652,724,962,469,996
1152,1423,1232,0.8657765284609978,2929,2185,2738,7168,798,911,947,1046,936
1153,1336,865,0.6474550898203593,2679,1228,2192,4608,410,541,879,1116,684
1154,3305,2307,0.6980332829046899,7782,4071,6746,6144,799,1100,2826,2437,2519
1155,1236,969,0.7839805825242718,2627,1743,2344,6272,647,749,879,867,881
1156,1445,875,0.6055363321799307,2903,1373,2238,10240,520,581,1225,483,1195
1157,2723,2227,0.8178479618068307,6027,4291,5490,13440,1148,1325,2226,1621,2180
1158,1274,1045,0.8202511773940345,2883,1949,2654,8192,663,776,963,969,951
1159,4042,3397,0.8404255319148937,9036,6417,8391,24576,1275,1735,3178,2957,2901
1160,2613,2027,0.7757367011098354,5261,3382,4622,15488,1059,1300,1848,1571,1842
1161,3291,2909,0.8839258584017016,7496,5898,7114,17280,1150,1425,2496,2496,2504
1162,1194,481,0.4028475711892797,2293,577,1480,21504,241,282,1055,199,1039
1163,1745,1041,0.5965616045845272,4271,1787,3473,5632,365,440,1639,1019,1613
1164,10169,7802,0.7672337496312321,20917,13102,18421,32768,1737,2346,6646,7120,7151
1165,516,434,0.8410852713178295,1108,804,1026,5632,381,381,394,370,344
1166,2245,1791,0.7977728285077951,4760,3212,4294,7680,854,969,1717,1359,1684
1167,3192,2100,0.6578947368421053,7134,3286,5983,18304,793,1119,2534,2200,2400
1168,4029,2847,0.7066269545793,8595,4602,7319,28800,965,1220,3015,2565,3015
1169,3282,1562,0.47592931139549055,7405,1915,5618,13824,371,648,2556,2620,2229
1170,2519,1818,0.7217149662564509,5963,3275,5250,4608,740,1014,2079,1838,2046
1171,2341,1233,0.5266979923109782,4962,1904,3720,17920,606,759,1794,1469,1699
1172,812,669,0.8238916256157636,1898,1323,1753,2560,432,478,702,652,544
1173,4038,3233,0.8006438831104508,8874,5960,8034,26880,1320,1721,3106,2637,3131
1174,2504,1884,0.7523961661341853,5441,3225,4815,10240,542,733,1899,1796,1746
1175,2908,2313,0.7953920220082531,5868,3958,5236,23040,1004,1244,1736,2130,2002
1176,3769,3219,0.8540726983284691,8307,6133,7757,21504,1355,1774,2842,2679,2786
1177,732,617,0.842896174863388,1528,1099,1413,4096,496,524,517,582,429
1178,2384,1870,0.7843959731543624,5942,3693,5423,4608,855,1116,2122,1684,2136
1179,785,689,0.8777070063694268,1639,1259,1543,3584,505,541,520,646,473
1180,2625,1259,0.4796190476190476,5468,1562,3988,16384,455,706,2073,1320,2075
1181,1364,1163,0.8526392961876833,2909,2152,2704,5376,659,764,1022,870,1017
1182,1560,525,0.33653846153846156,3772,736,2641,2048,206,244,1496,1496,780
1183,1997,1398,0.700050075112669,4182,2203,3571,6272,724,882,1227,1729,1226
1184,79,73,0.9240506329113924,127,110,121,3840,71,70,43,49,35
1185,1038,928,0.8940269749518305,2100,1676,1990,13440,471,529,853,387,860
1186,6150,4191,0.6814634146341464,12503,6172,10452,28800,1170,1760,4076,4333,4094
1187,1190,1054,0.8857142857142857,2397,1896,2261,14080,619,699,761,854,782
1188,3532,2869,0.8122876557191393,7107,4678,6443,21504,1191,1586,2203,2532,2372
1189,3120,2563,0.8214743589743589,6459,4381,5902,20480,1129,1513,2295,1980,2184
1190,1856,1576,0.8491379310344828,4275,3158,3995,5120,989,1150,1463,1292,1520
1191,5198,4421,0.8505194305502116,11294,8081,10517,28800,1498,2050,3585,4147,3562
1192,1122,979,0.8725490196078431,2554,1953,2411,7040,612,694,855,811,888
1193,1499,672,0.4482988659106071,3108,1102,2092,14336,402,467,1346,416,1346
1194,1244,1022,0.8215434083601286,2554,1722,2332,9600,514,616,1016,512,1026
1195,1631,1469,0.9006744328632741,3378,2756,3216,6656,845,946,1355,796,1227
1196,2770,2062,0.7444043321299639,5600,3295,4851,14336,923,1168,2058,2046,1496
1197,5416,4557,0.8413958641063516,12302,8927,11434,25088,1647,2056,4354,3692,4256
1198,1492,1001,0.670911528150134,3139,1607,2622,5120,603,756,1121,770,1248
1199,2722,2162,0.7942689199118296,5638,3592,5066,20480,1115,1403,1928,1782,1928
1200,2386,2047,0.8579212070410729,4858,3550,4519,16896,1015,1250,1518,1833,1507
1201,1340,747,0.5574626865671641,2824,1020,2178,4096,337,405,1173,598,1053
1202,902,777,0.8614190687361419,1954,1459,1828,4608,500,563,640,735,579
1203,2186,1423,0.6509606587374199,4809,2397,3973,6272,796,1036,1577,1338,1894
1204,1973,949,0.4809934110491637,4169,1152,3079,6144,362,550,1662,873,1634
1205,2024,1784,0.8814229249011858,3758,2861,3517,13824,922,1078,1379,1007,1372
1206,1245,1042,0.8369477911646587,2802,1964,2599,7680,659,767,904,1041,857
1207,3096,2186,0.7060723514211886,6953,3732,6009,24576,1023,1375,2380,2427,2146
1208,520,406,0.7807692307692308,1162,723,1048,1280,318,358,386,322,454
1209,1863,1179,0.6328502415458938,3945,1729,3227,7680,449,573,1612,764,1569
1210,3573,3292,0.9213546039742513,7994,6831,7713,23040,1458,1691,2688,2660,2646
1211,1572,1089,0.6927480916030534,3019,1614,2516,14336,712,854,1105,1035,879
1212,1302,1143,0.8778801843317973,2641,2022,2482,11264,795,872,928,794,919
1213,4657,4011,0.8612840884689714,10521,8143,9872,24960,706,857,3468,3521,3532
1214,2129,1305,0.6129638327853453,4609,2015,3735,23296,530,713,1782,1133,1694
1215,1217,637,0.5234182415776499,2446,808,1796,7680,249,333,1097,249,1100
1216,1380,1020,0.7391304347826086,2813,1603,2448,12672,612,751,1138,620,1055
1217,1858,1689,0.9090419806243273,3762,3174,3593,10368,965,1054,1124,1486,1152
1218,1428,1256,0.8795518207282913,3164,2487,2991,5120,795,889,1083,1102,979
1219,1954,1223,0.6258955987717503,3910,1882,3092,20480,531,649,1716,478,1716
1220,1052,892,0.8479087452471483,2376,1721,2216,5120,595,667,757,906,713
1221,1696,1316,0.7759433962264151,3412,2086,3031,16384,668,836,1444,553,1415
1222,2648,1071,0.4044561933534743,5421,1377,3688,8192,453,602,2392,642,2387
1223,2752,2040,0.7412790697674418,6251,3740,5505,25088,794,1010,2259,1711,2281
1224,1891,1303,0.6890534108937071,4061,2059,3445,11520,747,920,1416,1230,1415
1225,1045,914,0.8746411483253589,2288,1751,2157,13312,640,703,743,773,772
1226,3690,2655,0.7195121951219512,8515,4685,7422,17280,1021,1365,2994,2505,3016
1227,1620,1060,0.654320987654321,3612,1766,3030,3840,582,755,1239,991,1382
1228,2411,2015,0.8357527996681875,5511,3969,5115,12288,1057,1302,1919,1763,1829
1229,2958,2460,0.8316430020283976,6380,4459,5882,16896,1248,1575,2084,2159,2137
1230,768,395,0.5143229166666666,1610,518,1215,2304,158,220,672,642,296
1231,2202,1869,0.8487738419618529,5209,3816,4875,6144,1027,1227,1741,1664,1804
1232,756,645,0.8531746031746031,1721,1269,1610,5376,480,517,582,621,518
1233,1844,763,0.4137744034707158,3855,963,2630,6272,290,447,1434,1072,1349
1234,1238,902,0.72859450726979,2610,1543,2270,8192,555,636,798,986,826
1235,2035,1622,0.797051597051597,4702,3064,4288,5376,869,1084,1664,1411,1627
1236,1241,908,0.7316680096696213,2676,1638,2296,3328,541,594,1048,569,1059
1237,2328,1843,0.7916666666666666,4732,2945,4247,12672,963,1255,1562,1692,1478
1238,3809,2476,0.650039380414807,8752,4014,7360,7680,908,1361,2998,2821,2933
1239,1519,1286,0.8466096115865701,3292,2450,3058,11648,872,980,1063,1089,1140
1240,2448,1256,0.5130718954248366,4915,1682,3555,12288,529,752,1957,1012,1946
1241,3064,1846,0.6024804177545692,6916,3011,5485,13440,942,1167,2561,1863,2492
1242,693,611,0.8816738816738817,1206,951,1124,16896,477,493,392,434,380
1243,2865,1246,0.4349040139616056,5750,1358,4048,9216,205,366,2005,2380,1365
1244,2017,1698,0.841844323252355,4438,3195,4118,11648,915,1105,1608,1495,1335
1245,831,725,0.8724428399518652,1850,1425,1744,5760,507,552,622,659,569
1246,614,501,0.8159609120521173,1248,836,1134,6400,406,426,414,454,380
1247,2420,1894,0.7826446280991736,4851,2996,4322,12800,957,1236,1507,1847,1497
1248,1537,1331,0.8659726740403383,3033,2242,2827,19712,803,915,1173,771,1089
1249,2959,2057,0.6951672862453532,7270,3771,6363,8320,808,1047,2617,2051,2602
1250,4302,3327,0.7733612273361228,8605,5255,7624,19712,1160,1576,3204,2720,2681
1251,1369,815,0.5953250547845143,2824,1271,2239,14080,429,499,1109,605,1110
1252,7799,6141,0.7874086421336068,19319,12211,17648,23040,1565,2149,6802,5717,6800
1253,1026,898,0.8752436647173489,2391,1866,2263,1792,486,537,926,952,513
1254,847,772,0.911452184179457,1804,1496,1729,5760,542,588,667,416,721
1255,1892,1552,0.8202959830866807,3979,2690,3639,15360,910,1103,1295,1376,1308
1256,807,675,0.8364312267657993,1804,1289,1670,2688,467,518,655,452,697
1257,1504,634,0.42154255319148937,3030,656,2100,5120,125,246,1044,1144,842
1258,2240,860,0.38392857142857145,5429,1157,3720,9856,376,529,2034,1431,1964
1259,3343,2363,0.7068501346096321,6782,3724,5751,21504,1083,1438,2278,2100,2404
1260,982,825,0.840122199592668,1888,1349,1731,10240,442,499,758,625,505
1261,829,739,0.8914354644149578,1792,1451,1702,7680,517,560,607,675,510
1262,2926,2107,0.7200956937799043,7080,4084,6211,5120,885,1173,2029,2618,2433
1263,796,481,0.6042713567839196,1634,657,1313,3584,248,324,543,688,403
1264,1051,894,0.8506184586108468,2154,1561,1997,15360,468,554,860,389,905
1265,6685,4090,0.6118175018698578,14086,5575,11377,24576,565,1004,3632,5861,4593
1266,4001,3248,0.8117970507373157,9655,6373,8892,12288,1190,1538,3119,3172,3364
1267,4579,3741,0.8169906093033413,9121,6066,8283,30720,1310,1803,3174,2758,3189
1268,3786,2463,0.650554675118859,8436,3847,7087,14976,574,817,3261,2162,3013
1269,211,184,0.8720379146919431,420,317,393,1152,162,166,117,174,129
1270,1005,879,0.8746268656716418,2236,1731,2110,6400,551,620,733,826,677
1271,1596,786,0.4924812030075188,3288,975,2404,4608,330,446,976,964,1348
1272,3060,1888,0.6169934640522876,6450,2760,5214,9216,772,1165,2558,1693,2199
1273,3040,1631,0.5365131578947369,7105,2389,5553,13312,659,953,2439,2189,2477
1274,4875,3050,0.6256410256410256,11711,5103,9742,12544,854,1281,4159,3351,4201
1275,4082,3252,0.7966682998530132,9470,6196,8624,28672,1354,1795,3205,3039,3226
1276,3125,2574,0.82368,6882,4668,6325,14976,1104,1441,2521,1942,2419
1277,1122,987,0.8796791443850267,2625,2054,2490,3584,609,685,833,972,820
1278,1431,931,0.6505939902166318,2881,1530,2318,17280,485,563,1159,582,1140
1279,3255,2676,0.8221198156682028,7325,5032,6745,17280,1098,1436,2224,2463,2638
1280,1343,833,0.620253164556962,2501,1139,1962,4096,346,465,996,537,968
1281,1352,976,0.7218934911242604,3138,1779,2760,4608,511,645,1140,838,1160
1282,1368,1152,0.8421052631578947,3142,2242,2924,10240,636,750,1049,1094,999
1283,1542,1188,0.7704280155642024,3217,1863,2863,15360,586,781,1264,1192,761
1284,1766,1488,0.8425821064552661,3877,2816,3594,19200,842,999,1164,1383,1330
1285,4852,3753,0.7734954657873042,10940,6972,9813,13312,1242,1628,3845,3464,3631
1286,984,822,0.8353658536585366,2087,1459,1925,5632,607,663,703,789,595
1287,4780,2514,0.5259414225941422,11333,3531,8869,21632,539,1006,4319,3555,3459
